Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
1882931173,ItsOnlyArtIfItsWellHung!,,AVCGYZL8FQQTD,"JimofOz""jim-of-oz""",7/7,4.0,940636800,NicecollectionofJulieStrainimages,"ThisisonlyforJulieStrainfans.It'sacollectionofherphotos--about80pagesworthwithanicesectionofpaintingsbyOlivia.Ifyou'relookingforheavyliterarycontent,thisisn'ttheplacetofindit--there'sonlyabout2pageswithtextandeverythingelseisphotos.Bottomline:ifyouonlywantonebook,theSixFootOne...isprobablyabetterchoice,however,ifyoulikeJulielikeIlikeJulie,youwon'tgowrongonthisoneeither."
0826414346,Dr.Seuss:AmericanIcon,,A30TK6U7DNS82R,KevinKillian,10/10,5.0,1095724800,ReallyEnjoyedIt,"Idon'tcaremuchforDr.SeussbutafterreadingPhilipNel'sbookIchangedmymind--that'sagoodtestimonialtothepowerofRel'swritingandthinking.RelplaysDr.Seusstheultimatecomplimentoftreatinghimasaseriouspoetaswellasoneofthe20thcentury'smostinterestingvisualartists,andafterreadinghisbookIdecidedthatatriptotheMandevilleCollectionsofthelibraryatUniversityofCaliforniainSanDiegowasinorder,soIcouldvisitsomeoftheincredibleSeuss/Geiselholdingstheyhavethere.There'salmosttoomuchtotakein,for,likeWilliamButlerYeats,Seussledacareerthatconstantlyshiftedandmetamoprhizeditselftomeetnewhistoricalandpoliticalcirsumstances,soheseemstohavebeenbothaleftistandaconservativeatdifferentjuncturesofhiscareer,bothinpoliticsandinart.AsNelshowsus,hewasonceacartoonistforthefabledPMmagazineand,likeAndyWarhol,heservedhistimeslavingintheadbusinesstoo.AllwasintheserviceofamusingandbroadeningthemindsofUSchildren.Neldoesn'thesitatetoadministerasoundspankingtotheSeussindustrythat,sincehisdeath,hasseenfittolicenseallkindsofawfulproductsincludingtherecentCATINTHEHATfilmwithMikeMyers.Oh,whatacat-astrophe!ThebookisgreatandIcanespeciallyrecommendtheworkofthepictureeditorwhohasgivenusabountyofgoodillustrations."
0826414346,Dr.Seuss:AmericanIcon,,A3UH4UZ4RSVO82,JohnGranger,10/11,5.0,1078790400,EssentialforeverypersonalandPublicLibrary,"Ifpeoplebecomethebookstheyreadandif""thechildisfathertotheman,""thenDr.Seuss(TheodorSeussGeisel)isthemostinfluentialauthor,poet,andartistofmoderntimes.Forme,adaddytoalargefamilywholearnedtoreadwithDr.Seussandwhohasmemorizedtoomanyofthebooksviarepeatedreadingstoyoungchildren,Prof.Nel'sbrilliant'AmericanIcon'isalongawaitedtreat.Atlastaserioustreatmentofthisremarkablegeniusthatisbothanengagingreadandfilledwithremarkableinsights!Iespeciallyenjoyed(andlearnedmorethanIcaretoadmitfrom)Prof.Nel'sdiscussionsoftheDisneyficationofSeuss-whichNellinkstofailingsinAmericancopyrightlaw,""theothersidesofDr.Seuss""-allofwhichsideswerenewtome,andthepoliticalgenesisofhissecularmoralityintheWWIIcartoonworkhedidatPMmagazine.ThechaptersonGeisel'spoetryandartworkandthelinkNelmakesbetweenSeussandthehistoricalavantguardealonemakethisbooka""mustbuy""forparentsandseriousreaders,nottomentionpubliclibraries.ReadersofNel'sotherbookswillfindthesameengagingwritingstylethatmakesthebookafunreadwhileimpartingamountainofinformationandimportantideas.ThisissimplythebestandmostcomprehensivebookyetwrittenontheworkofSeussGeiselandwhatwillcertainlybethestandardformanyyearstocome.Thankyou,Prof.Nel,whereveryouare,fromareaderwhogrewupwiththegooddoctorandwhoisgrowingupwithhimagainyearslater.Yourbook,writtenfromyourencyclopeadicknowledgeofchildren'sliteratureandthemediaofthisgenre-fromscanningversetocubistpainting!-explainsthepower,limits,andpopularityoftheSeussphenomenon."
0826414346,Dr.Seuss:AmericanIcon,,A2MVUWT453QH61,"RoyE.Perry""amateurphilosopher""",7/7,4.0,1090713600,PhlipNelgivessillySeussaserioustreatment,"TheodoreSeussGeisel(1904-1991),aka&quot;Dr.Seuss,&quot;wasoneofthemostinfluentialwritersandartistsofthe20thcentury.In1959,RudolfFleschwrote,&quot;Ahundredyearsfromnow,childrenandtheirparentswillstilleagerlyreadthebooksofafellowcalledTedGeisel,popularlyknownasDr.Seuss.&quot;Fleschwastooconservativeinhisprediction.Acentury,andmore,fromtoday,Dr.Seusswillstillbereadwhenmanyauthorsontoday'sbestsellerlistswillbeforgotten.PublishedonthecentenaryofGeisel'sbirth,Dr.Seuss:AmericanIconanalyzessixkeyaspectsofSeuss'scareer:poetry,politics,art,biography,marketing,andinfluence.Insixinsightfulchapters,PhilipNel,AssistantProfessorofEnglishatKansasStateUniversity,discusses&quot;U.S.LaureateofNonsense,&quot;&quot;Dr.Seussvs.AdolfHitler,&quot;&quot;TheDocintheSmock,&quot;&quot;The5,000FingersofDr.S.,&quot;&quot;TheDisneyficationofDr.Seuss,&quot;and&quot;TheCatintheHatforPresident.&quot;NelgivesshortshrifttoGeisel'schildhoodandfamilybackground--and,indeed,tobiographyingeneral--preferringtofocusonSeuss'swritingandart,fromhisfirstbook,AndtoThinkThatISawItonMulberryStreet(1937)tohislastbook,Oh,thePlacesYou'llGo!(1990).Dr.Seuss'sbreakthroughyearwas1957,whenhepublishedthetwobookswithwhichheismostoftenidentified:TheCatintheHatandHowtheGrinchStoleChristmas!OtherclassicworksintheSeussiancanonare:HortonHearsaWho!(&quot;Aperson'saperson,nomatterhowsmall&quot;),YertletheTurtle(modeledontheriseofAdolfHitler),GreenEggsandHam(Seuss'sbestsellingbook),TheSneeches(acriticismofanti-Semitism),TheLorax(aprotestagainstcorporateabuseoftheenvironment),andTheButterBattleBook(acritiqueofReagan'senthusiasmforthenucleararmstrace).Hisfavoritework,amongthebooksheauthored,wasTheCatintheHat,forit,morethananyother,taughtchildrentoread.Whilemanyofhisbookshaveaclearandpowerfulmoral,Seusshadahorrorofheavy-handedpreaching.Hesoughttoteachandignitetheimagination,butwasalifelongopponentofsmug,self-righteousbourgeoismoralism.&quot;Seusswasacontrarian,&quot;writesNel,&quot;whoenjoyedchallengingpeopletoreconsidertheirassumptions.[Hehada]rebelliousimaginationandadispositionaldistasteforrulesandregulations.&quot;Hisworkwasa&quot;rationalinsanity&quot;thatexhibited&quot;joyousanarchy&quot;anda&quot;lifelongthrillinmisbehaving.&quot;AbettersubtitleforNel'sworkwouldhavebeenAmericanIconandIconoclast.NeltellsofSeuss'searlyyearsasanadvertisingartistandasaagitpropcartoonist.Thebook,however,isnotabiography;itisaseriousstudyinthegenresofliteraryandartcriticism.Forreaderswhowantmorebiographicalinformation,NelrecommendsDr.SeussandMr.Geisel,byJudithMorganandNeilMorgan(1995),whichhedescribesas&quot;thedefinitivebiographyandthesinglebestsecondarysourceonSeuss.AnydiscussionofSeuss'slifeandworkmustbeginwiththisbook.&quot;Dr.Seuss:AmericanIconincludes103pagesofnotes,index,andthemostcomprehensiveannotatedSeussbibliographyeverassembled.Onelearnsalotfromthisbook;theauthor'slucidstylemakesitnotonlyanenlighteningworkbutafunread.PhilipNelistheauthorofJ.K.Rowling'sHarryPotterNovels:AReader'sGuide(2001)andTheAvant-GardeandAmericanPostmodernity(2002).RoyE.PerryofNolensville,Tennessee,isanadvertisingcopywriterataNashvillepublishinghouse."
0826414346,Dr.Seuss:AmericanIcon,,A22X4XUPKF66MR,"D.H.Richards""ninthwavestore""",3/3,4.0,1107993600,Goodacademicoverview,"PhilipNel-Dr.Seuss:AmericanIconThisisbasicallyanacademicoverviewofSeusspoetry,art,cartoons,andtheproblemswiththecommercializationoftheSeussnameandworksafterhisdeath.Itisnot,toanyrealextent,abiography.Thoseseekingsuchshouldmoveon.Asanacademicbookitleansonthedryside.ItassumesthereaderhasafairlygoodknowledgeofChildren'sLiteratureand20thCenturycartoons(nottheanimatedkind).NotabooktobeginyourDr.Seussexperiencewith.Butifyouhavereadthemtoyourchildrenandareinterestedaboutthewritingstyle(thereisagoodchapterabouthispoetry)orhisartstyle(notasgoodachapter,butstillinteresting).Whatinterestedmethemostwasthedeconstructionoftherecentrushto""cashin""onSeussbyHollywoodandadvertisers.IthinkthatNelwantstocomedownagainstit,butbasedonSeuss'background(hestartedoutdrawingFlitads)andtheprojectsheapprovedduringhislifetime;itisatoughargumenttomake.IntheendthoughNeldoespointoutthatmaybethemoviesandtie-insdidnothavetobeso...crass?Thebookiswellresearched;lotsofneattidbitsaretobegleamed.EarlycartoonsbySeussforPMmagazinewereoccasionally(bytoday'sstandards)shockinglyracist.ItmakeshimalittlemorehumanandputshislatterworksliketheLoraxinanewlight.ThoseinEducationmayenjoythisbackground.FansofSeusswillenjoytheexhaustivebibliographyofSeuss'smany,manyworks.Alsogoodlistofotherworksabouttheman."
0826414346,Dr.Seuss:AmericanIcon,,A2F6NONFUDB6UK,Malvin,2/2,4.0,1127174400,OneofAmerica'sgreatestcreativetalents,"""Dr.Seuss:AmericanIcon""byPhilipNelisathoughtfuldeconstructionofthelifeandworkofTheodoreGeisel(akaDr.Seuss).Inthisthoughtfulbook,Mr.NeldeepensourappreciationforSeussasadistinctivelyAmericanpoet,artistandeducator.TheauthordemonstratesSeuss'wideranginginfluenceandarguesforhisrightfulplaceamongthemostimportantculturalfiguresofthe20thcentury.AnEnglishprofessoratKansasStateUniversity,Mr.NeluseshishistoricknowledgetodiscusshowSeuss'textbelongstoatraditionofgreatnonsensewriters.Mr.NelstatesthatSeuss'carefully-constructedabsurdisttalesencouragechildrentochallengethestatusquobygentlyskeweringthegrown-upworld;elsewhere,heuseschartstoshowhowSeusseffectivelyusedmeterandrhymetocomplementhisintentionallyridiculousplotsandcreatemasterfulstoriesthathavestoodupwelltothetestoftime.Mr.NelrecountsSeuss'earlycareerasadvertisingillustratorandpoliticalcartoonisttohelpusbetterunderstandtheinfluencesthatshapedhisclassicchildren'swork.Asanartist,Mr.Nelsuggeststhattheterm""energeticcartoonsurrealism""appropriatelydescribesSeuss'creativesynthesisofcubism,artnouveau,surrealismandotherstyles.WhileSeuss'influencecanbedetectedinmodernrapmusic,children'sbooks,politicalcartoonsandmore,Mr.NelcontendsthatSeusswouldnothavebeenhappyaboutthemannerinwhichhisworkshavebeenposthumouslymarketed,opiningthatthe""Disneyification""orsimplificationofSeuss'storiesformarketablepurposes""threatenstomake'Seuss'synomynouswiththeambiguouspowerofglobalcapitalism"".SuchcommercialismwouldappeartocollidewithSeuss'desiretodevelopcriticalthinkingamongyoungpeopleandtohelpusallimagineabetterworld.IhighlyrecommendthisbookforeveryoneinterestedingaininggreaterinsightandperspectiveintooneofAmerica'sgreatestcreativetalents."
0826414346,Dr.Seuss:AmericanIcon,,A14OJS0VWMOSWO,MidwestBookReview,3/4,5.0,1100131200,AmemorablyexcellentsurveyofDr.Seuss'manyachievements,"TheodorSeussGieselwasbestknownas'Dr.Seuss',oneofthemostinfluentialandenduringlypopularchildren'sauthorsofthe20thcentury.Gieselcreatednotonlyhisfamousimaginativepicturebooks,butauniqueartandpoetry,andevenaplaceforhimselfinpolitics.PhilipNelarguesthattheseaddedactivitiesmakeDr.SeussoneofthemostinfluentialpeopleinAmerica-certainlythemostinfluentialpoet-andDr.Seuss:AmericanIconprovidesthereaderanmemorablyexcellentsurveyofDr.Seuss'manyachievements."
0826414346,Dr.Seuss:AmericanIcon,,A2RSSXTDZDUSH4,J.Squire,0/0,5.0,1231200000,AcademiaAtIt'sBest,"WhenIrecievedthisbookasagiftforChristmasmyfirstimpressionwentalongtheseline:""Ohgreatsomeprofessorwhoprobablywrotealotofmumbo-jumbothatIdon'twanttoknowaboutDr.SuessandIknowitwon'tbeanenjoyableread.""ThanksgoodnessIreaditnonetheless.Tomypleasure,NelhardlywritesintheairyacademiastylewithwhichIexpectedhimto.Infact,he'swritessofarfromit,withasmartandprecisestyle,IamtemptedtorevisehowIfeelaboutprofessor-writers.However,inaccordancewithhisacademiaroots,Nelhasa100pageannotatedbibliogarphythatgoesalongwithhiswork,aniceshrinetoprovehishomeworkwaswelldone.Asfartheactualbookgoesitisanexcellentpiecework.""Dr.Seuss:AmericanIcon""looksatthemanbehindDr.Suessnotasastraight-forwardbiography,butratheritfocusesondifferentareasofDr.Suess(i.e.poet,poetryof,artist,artisticstyle,adult,activist,etc.)andinterjectsthosediscussionswithbiogrphicalanecdotes.Averyeffectiveattentionkeepingmethod.Ifyou'reinterestedinlearningmoreabouttheworkandthemanbehindtheworkofDr.Suess,thisisthebookthatspeakstobothandevenmore.Highlyrecommended!"
0826414346,Dr.Seuss:AmericanIcon,,A25MD5I2GUIW6W,"J.P.HIGBED""bigfellow""",0/0,5.0,1209859200,AndtothinkthatIreaditonthetram!,"Trams(oranypublictransport)arenotusuallythebestplacetoreadandabsorbscholarlytexts.Butthisonehasaccompaniedmeonmydailycommute,andIhavebeenabsorbedinit.Itiswellwrittenandcomprehensive,andtellsthetaleofamodernauthor,withplentyof""Fancythat""and""Well,well""moments.Highlyrecommendedforstationaryreading,too."
0826414346,Dr.Seuss:AmericanIcon,,A3VA4XFS5WNJO3,DonaldBurnside,3/5,4.0,1076371200,Fascinatingaccountofageniusatwork,"AsfarasIamaware,thisisthefirstbook-lengthstudyoftheworkofDr.Seuss,andPhilipNelhasdoneanexcellentjob.Iftheword'study'makesyounervous,restassured:thisisnotajargon-filled,pretentiousanalysis.Itis,instead,anicelywrittenworkthatviewsSeussfromseveraldifferentangles:asapoet,avisualartist,acartoonist,andsoon.NelwritesintelligentlyonhowSeussfitsintothecanonofnonsensepoets,andprovidesgoodbackgroundontherootsofSeuss'svisualstyle.SomeoftheWW2/politicalcartoonmaterialIhadreadaboutbefore,butNelcoversitthoroughly.ThemostfascinatingchaptertomedealswiththemarketingofSeuss,particularlysincehisdeath.Nelholdsforthstronglyontheabominable'Grinch'movie(andItrusthefeelsthesamewayaboutthe'CatintheHat'filmtoo),andgetsintoaveryinterestingdiscussionofthepossiblemotivationsbehindtheever-expandingempireofDr.SeussEnterprises.(Andno,Idon'tbelieveitispurelyabouttheprofits!)Twosmallquibblespreventmefromawardingfivestars.Firstly,Iwouldhavelikedthebooktobealittlelonger.Thein-depthbibliographyisinterestinginitselfandwillbeagoldminetofutureresearchers,butI'msureNelcouldhavefoundafewmorethingstosay-perhapsaboutSeuss'sgenderpolitics.Secondly,thedustjacketonmycopywasalittleloose."
